VoyageID,Lat,Lon,Day,Month,Year,Encounter,Species,NTried,PlaceName,Source,sequence
AV00009,32.77,-54.67,22,5,1915,Strike,Sperm,2,,Townsend,115270
AV00009,32.72,-55.2,23,5,1915,Strike,Sperm,1,,Townsend,210150
AV00009,34.15,-49.33,7,6,1915,Strike,Sperm,1,,Townsend,310700
AV00009,34.47,-47.17,12,6,1915,Strike,Sperm,1,,Townsend,410000
AV00009,33.18,-44.17,22,6,1915,Strike,Sperm,1,,Townsend,510000
AV00009,33,-44.28,30,6,1915,Strike,Sperm,1,,Townsend,610000
AV00009,33,-44.33,3,7,1915,Strike,Sperm,2,,Townsend,710000
AV00009,33.25,-44.35,6,7,1915,Strike,Sperm,3,,Townsend,810000
AV00009,32.83,-49.63,9,7,1915,Strike,Sperm,1,,Townsend,910000
AV00009,33,-44.48,11,7,1915,Strike,Sperm,1,,Townsend,1010000
AV00009,32.27,-65.4,11,8,1915,Strike,Sperm,1,,Townsend,118000
AV00009,39.38,-71.13,27,8,1915,Strike,Sperm,2,,Townsend,1210000
AV00015,38.62,-65,19,5,1878,Strike,Sperm,1,,Townsend,213847
AV00042,5,-22.05,27,12,1853,Strike,Sperm,1,,Townsend,222365
AV00042,-2,-87,8,10,1854,Strike,Sperm,1,,Townsend,2310000
AV00042,0.5,-87.75,10,1,1855,Strike,Sperm,1,,Townsend,243465
AV00042,-16.62,-101.23,7,2,1855,Strike,Sperm,2,,Townsend,251993
AV00042,0.5,-114,29,4,1855,Strike,Sperm,1,,Townsend,268230
AV00042,24.7,-114.37,3,7,1855,Strike,Sperm,1,,Townsend,277592
AV00042,24.53,-114.05,5,7,1855,Strike,Sperm,1,,Townsend,281400
AV00042,1.18,-81.83,14,10,1855,Strike,Sperm,3,,Townsend,292420
AV00042,1,-91.33,8,12,1855,Strike,Sperm,1,,Townsend,309800
AV00042,-0.6,-91.15,11,12,1855,Strike,Sperm,1,Albemarle Island,Townsend,1258111
AV00042,-2,-87.5,28,1,1856,Strike,Sperm,1,,Townsend,322000
AV00042,-1.57,-89.1,15,2,1856,Strike,Sperm,1,,Townsend,3310000
AV00042,0.73,-81.67,9,9,1856,Strike,Sperm,1,,Townsend,347968
AV00042,0.38,-81.27,18,9,1856,Strike,Sperm,1,,Townsend,351000
AV00042,0,-90,27,11,1856,Strike,Sperm,1,Galapagos,Townsend,1392111
AV00042,0,-90,29,11,1856,Strike,Sperm,2,Galapagos,Townsend,1393811
AV00042,0.42,-92.25,4,12,1856,Strike,Sperm,1,,Townsend,381000
AV00042,0.67,-93.4,14,12,1856,Strike,Sperm,4,,Townsend,391000
AV00042,1.07,-91,11,1,1857,Strike,Sperm,3,,Townsend,401000
AV00043,-18,41,11,1,1858,Strike,Sperm,1,,Townsend,411000
AV00043,12,45,24,2,1858,Strike,Sperm,2,,Townsend,421000
AV00043,-3.78,55.65,4,5,1858,Strike,Sperm,1,Denis Island,Townsend,1372911
AV00043,-9.71,47.58,30,5,1858,Strike,Sperm,2,Cosmoledo Island,Townsend,1362711
AV00043,-11.67,43.35,6,6,1858,Strike,Sperm,1,Grand Comore,Townsend,1401311
AV00043,-5.47,41.07,26,12,1858,Strike,Sperm,1,,Townsend,511000
AV00043,-9,60,12,3,1859,Strike,Sperm,1,,Townsend,521000
AV00043,-11.67,45,5,6,1859,Strike,Sperm,1,,Townsend,531000
AV00043,-5.77,42.33,8,8,1859,Strike,Sperm,1,,Townsend,541000
AV00043,-3.67,40.33,12,8,1859,Strike,Sperm,3,,Townsend,551000
AV00043,0.83,45.92,25,10,1859,Strike,Sperm,1,,Townsend,571000
AV00043,-9.92,61.83,25,1,1860,Strike,Sperm,2,,Townsend,591000
AV00043,-8.27,65,7,4,1860,Strike,Sperm,1,,Townsend,601000
AV00045,41.28,-37,15,9,1861,Strike,Sperm,1,,Townsend,621000
AV00045,42.4,-35.8,22,9,1861,Strike,Sperm,1,,Townsend,631000
AV00045,41,-36.83,30,9,1861,Strike,Sperm,5,,Townsend,641000
AV00045,38.62,-29.8,18,10,1861,Strike,Sperm,1,,Townsend,651000
AV00045,-24.07,-36.58,25,12,1861,Strike,Sperm,3,,Townsend,661000
AV00045,-25.55,-39.68,12,1,1862,Strike,Sperm,1,,Townsend,671000
AV00045,-31.22,-44.98,15,2,1862,Strike,Sperm,1,,Townsend,681000
AV00045,-16,-2.5,3,5,1862,Strike,Sperm,1,,Townsend,691000
AV00045,33,-47.55,14,6,1862,Strike,Sperm,1,,Townsend,701000
AV00045,41.12,-36.5,15,7,1862,Strike,Sperm,1,,Townsend,711000
AV00045,36.1,-36.48,26,8,1862,Strike,Sperm,1,,Townsend,721000
AV00045,-25.47,-37.55,10,12,1862,Strike,Sperm,2,,Townsend,731000
AV00045,-31.65,-45.35,24,2,1863,Strike,Sperm,1,,Townsend,741000
AV00045,-31.15,-43.88,7,3,1863,Strike,Sperm,1,,Townsend,751000
AV00045,-29.17,-43.5,30,3,1863,Strike,Sperm,3,,Townsend,761000
AV00045,34.67,-24.08,22,9,1863,Strike,Sperm,1,,Townsend,771000
AV00045,34.92,-25,26,9,1863,Strike,Sperm,1,,Townsend,781000
AV00045,33.18,-23.63,17,10,1863,Strike,Sperm,4,,Townsend,791000
AV00045,38.58,-28.72,10,11,1863,Strike,Sperm,1,Fayal,Townsend,1382911
AV00046,35,-59,17,6,1864,Strike,Sperm,3,,Townsend,811000
AV00046,41.25,-38.73,24,8,1864,Strike,Sperm,1,,Townsend,821000
AV00046,42.42,-39.67,5,9,1864,Strike,Sperm,1,,Townsend,831000
AV00046,41.32,-40.13,2,10,1864,Strike,Sperm,1,,Townsend,841000
AV00046,-34,-50.98,14,2,1865,Strike,Sperm,1,,Townsend,851000
AV00046,-33.63,-49.5,20,2,1865,Strike,Sperm,1,,Townsend,861000
AV00046,-33.62,-49.3,8,3,1865,Strike,Sperm,1,,Townsend,871000
AV00046,-27.22,-5.13,28,5,1865,Strike,Sperm,3,,Townsend,881000
AV00046,-22.93,-3.67,4,6,1865,Strike,Sperm,1,,Townsend,891000
AV00046,-18.83,-5.08,27,6,1865,Strike,Sperm,1,,Townsend,901000
AV00047,-16.62,-4.5,26,4,1866,Strike,Sperm,1,,Townsend,1011000
AV00047,-16.55,-4.83,27,4,1866,Strike,Sperm,1,,Townsend,1021000
AV00047,-18.98,-16.4,10,6,1866,Strike,Sperm,3,,Townsend,1031000
AV00047,-24,-34.72,25,9,1866,Strike,Sperm,1,,Townsend,1041000
AV00047,-9.67,-10.97,20,2,1868,Strike,Sperm,6,,Townsend,1081000
AV00047,34.37,-58.83,17,5,1868,Strike,Sperm,3,,Townsend,1091000
AV00047,35.55,-48.83,30,7,1868,Strike,Sperm,1,,Townsend,1101000
AV00047,35.25,-48.65,3,8,1868,Strike,Sperm,1,,Townsend,1111000
AV00047,34.35,-47.65,30,8,1868,Strike,Sperm,1,,Townsend,1121000
AV00047,33.97,-51.13,8,9,1868,Strike,Sperm,1,,Townsend,1131000
AV00048,36.67,-48.48,4,8,1869,Strike,Sperm,1,,Townsend,1201000
AV00048,36.55,-47.72,1,9,1869,Strike,Sperm,1,,Townsend,1211000
AV00048,-25.87,-39.9,15,12,1869,Strike,Sperm,2,,Townsend,1221000
AV00048,-32.53,-45.25,24,1,1870,Strike,Sperm,1,,Townsend,1231000
AV00048,-32.02,-46.48,17,2,1870,Strike,Sperm,1,,Townsend,1241000
AV00049,32.87,-65.4,17,5,1871,Strike,Sperm,3,,Townsend,1251000
AV00049,33,-66,20,5,1871,Strike,Sperm,1,,Townsend,1261000
AV00049,31.12,-47.25,20,7,1871,Strike,Sperm,1,,Townsend,1271000
AV00049,5,123,24,1,1872,Strike,Sperm,1,,Townsend,1281000
AV00049,5.25,121.87,11,4,1872,Strike,Sperm,3,Celebes Sea,Townsend,1326711
AV00049,0,130,15,1,1873,Strike,Sperm,1,,Townsend,1311000
AV00049,-6,122,9,4,1873,Strike,Sperm,3,,Townsend,132843
AV00049,-20.25,42.05,15,10,1873,Strike,Sperm,2,,Townsend,1361000
AV00049,-23.22,-40.53,26,12,1873,Strike,Sperm,1,,Townsend,1371000
AV00049,-24.23,-31.78,26,2,1874,Strike,Sperm,1,,Townsend,1381000
AV00049,33.2,-48.1,25,6,1874,Strike,Sperm,1,,Townsend,1391000
AV00049,38.57,-42,13,8,1874,Strike,Sperm,1,,Townsend,1401000
AV00049,38.08,-40.07,26,8,1874,Strike,Sperm,2,,Townsend,141755
AV00049,31.75,-38.08,25,9,1874,Strike,Sperm,1,,Townsend,142738
AV00050,11.9,-41.5,15,3,1875,Strike,Sperm,2,,Townsend,1431000
AV00050,13.5,-41.67,14,4,1875,Strike,Sperm,1,,Townsend,1441000
AV00050,14.1,-40.5,1,5,1875,Strike,Sperm,4,,Townsend,145499
AV00050,14.33,-42.25,12,5,1875,Strike,Sperm,1,,Townsend,1461000
AV00050,13.52,-42.83,19,5,1875,Strike,Sperm,2,,Townsend,1471000
AV00050,36.5,-46.42,22,8,1875,Strike,Sperm,1,,Townsend,1481000
AV00050,36,-43.67,5,9,1875,Strike,Sperm,3,,Townsend,1491000
AV00050,32.17,-22,27,11,1875,Strike,Sperm,1,,Townsend,1501000
AV00050,13.28,-42.08,26,4,1876,Strike,Sperm,5,,Townsend,1511000
AV00050,14,-43.28,18,5,1876,Strike,Sperm,1,,Townsend,1521000
AV00050,23.17,-47.93,30,5,1876,Strike,Sperm,1,,Townsend,1531000
AV00050,34,-47,13,8,1876,Strike,Sperm,1,,Townsend,1541000
AV00050,34.05,-37,3,9,1876,Strike,Sperm,3,,Townsend,1551000
AV00050,34.92,-37.4,16,9,1876,Strike,Sperm,2,,Townsend,1561000
AV00050,33.5,-38.5,27,9,1876,Strike,Sperm,2,,Townsend,1571000
AV00051,14.67,-25,10,2,1877,Strike,Sperm,2,,Townsend,1581000
AV00051,19.5,-29,24,2,1877,Strike,Sperm,1,,Townsend,1591000
AV00051,19.5,-29,25,2,1877,Strike,Sperm,1,,Townsend,160340
AV00051,18,-31.28,11,3,1877,Strike,Sperm,2,,Townsend,1611000
AV00051,17.15,-35.33,28,3,1877,Strike,Sperm,5,,Townsend,1621000
AV00051,31.72,-64.4,18,6,1877,Strike,Sperm,1,,Townsend,163720
AV00051,32.5,-59,20,6,1877,Strike,Sperm,1,,Townsend,1641000
AV00051,32.23,-46.23,29,7,1877,Strike,Sperm,1,,Townsend,1651000
AV00051,32,-45,2,8,1877,Strike,Sperm,1,,Townsend,166342
AV00051,31,-46.33,7,8,1877,Strike,Sperm,1,,Townsend,1671000
AV00051,30.92,-47,15,8,1877,Strike,Sperm,2,,Townsend,168402
AV00051,31,-48,18,8,1877,Strike,Sperm,1,,Townsend,1691000
AV00051,31,-47.33,23,8,1877,Strike,Sperm,3,,Townsend,1701000
AV00051,18.48,-26.42,21,1,1878,Strike,Sperm,3,,Townsend,1711000
AV00051,15.08,-23.61,29,1,1878,Strike,Sperm,2,Sao Tiago,Townsend,1538811
AV00051,31.67,-60.55,7,6,1878,Strike,Sperm,2,,Townsend,1731000
AV00051,31.67,-46,19,8,1878,Strike,Sperm,3,,Townsend,174416
AV00051,-16,-34,3,1,1879,Strike,Sperm,1,,Townsend,175850
AV00051,-17.6,-35.22,6,1,1879,Strike,Sperm,1,,Townsend,176724
AV00051,-20.8,-37.27,19,1,1879,Strike,Sperm,3,,Townsend,1771000
AV00051,-20.23,-35.1,7,2,1879,Strike,Sperm,1,,Townsend,178990
AV00051,-17.58,-33.42,18,2,1879,Strike,Sperm,1,,Townsend,179130
AV00053,37.42,-50.67,29,4,1880,Strike,Sperm,1,,Townsend,180474
AV00053,-10.07,-32.17,23,12,1880,Strike,Sperm,2,,Townsend,1821000
AV00053,-12.4,-32.65,30,12,1880,Strike,Sperm,1,,Townsend,1831000
AV00053,13.42,-42.93,13,4,1881,Strike,Sperm,2,,Townsend,1841000
AV00053,25.4,-65.57,20,5,1881,Strike,Sperm,4,,Townsend,1851000
AV00053,39.77,-39.45,15,7,1881,Strike,Sperm,1,,Townsend,1861000
AV00053,38.42,-40.83,26,7,1881,Strike,Sperm,1,,Townsend,1871000
AV00053,-18.67,-36,20,12,1881,Strike,Sperm,1,,Townsend,188260
AV00053,-18.25,-36.08,29,12,1881,Strike,Sperm,2,,Townsend,1891000
AV00053,-16.08,1.63,15,3,1882,Strike,Sperm,1,,Townsend,1901000
AV00053,13.37,-44.87,31,3,1883,Strike,Sperm,1,,Townsend,198300
AV00053,34.6,-68.57,15,5,1883,Strike,Sperm,1,,Townsend,1991000
AV00055,41.25,-42.38,2,6,1887,Strike,Sperm,1,,Townsend,2001000
AV00055,38.46,-28.28,29,8,1887,Strike,Sperm,1,Pico,Townsend,1503111
AV00055,38.46,-28.28,30,8,1887,Strike,Sperm,1,Pico,Townsend,1503311
AV00055,31.15,-26,21,9,1887,Strike,Sperm,2,,Townsend,2031000
AV00055,-17.9,-33.37,26,10,1887,Strike,Sperm,3,,Townsend,2041000
AV00055,-40.62,-49.3,6,12,1887,Strike,Sperm,2,,Townsend,2061000
AV00055,-37.32,-49.78,24,12,1887,Strike,Sperm,1,,Townsend,2071000
AV00055,-36.03,-49.32,1,1,1888,Strike,Sperm,1,,Townsend,2081000
AV00055,-36.8,-49.78,3,1,1888,Strike,Sperm,1,,Townsend,2091000
AV00055,-37.15,-18.48,10,1,1888,Strike,Sperm,1,,Townsend,2101000
AV00055,-30,-5.33,8,3,1888,Strike,Sperm,3,,Townsend,2111000
AV00055,-9.03,8.27,20,4,1888,Strike,Sperm,3,,Townsend,2121000
AV00055,-11.62,10.63,5,5,1888,Strike,Sperm,1,,Townsend,213848
AV00055,-11.43,9.53,23,6,1888,Strike,Sperm,1,,Townsend,214222
AV00055,-12,9,5,7,1888,Strike,Sperm,3,,Townsend,2151000
AV00055,-11.05,10.08,20,7,1888,Strike,Sperm,6,,Townsend,216490
AV00055,-10.97,10.08,25,7,1888,Strike,Sperm,1,,Townsend,2171000
AV00055,-10.67,9.67,7,8,1888,Strike,Sperm,2,,Townsend,2181000
AV00055,-16.33,-14.13,25,9,1888,Strike,Sperm,4,,Townsend,2191000
AV00055,-35.17,-46.25,27,11,1888,Strike,Sperm,1,,Townsend,2231000
AV00055,-35.83,-47.4,7,12,1888,Strike,Sperm,1,,Townsend,224980
AV00055,-36.12,-46.88,21,12,1888,Strike,Sperm,1,,Townsend,2251000
AV00055,-32.42,-41.25,25,1,1889,Strike,Sperm,2,,Townsend,226750
AV00055,-30.38,-12.88,10,2,1889,Strike,Sperm,2,,Townsend,227268
AV00055,-12.42,9.33,17,4,1889,Strike,Sperm,2,,Townsend,2281000
AV00055,-10.65,9.55,12,6,1889,Strike,Sperm,3,,Townsend,2291000
AV00055,-12.5,9.32,12,8,1889,Strike,Sperm,2,,Townsend,2301000
AV00055,-12.15,10.08,21,8,1889,Strike,Sperm,1,,Townsend,2311000
AV00055,-23.7,-33.78,4,10,1889,Strike,Sperm,3,,Townsend,2321000
AV00055,-27.9,-37.6,11,10,1889,Strike,Sperm,1,,Townsend,2331000
AV00055,-39.17,-50.15,19,11,1889,Strike,Sperm,1,,Townsend,2371000
AV00055,-28.83,-46.5,31,12,1889,Strike,Sperm,1,,Townsend,2381000
AV00055,-31.87,-35.53,3,2,1890,Strike,Sperm,1,,Townsend,2391000
AV00056,34.33,-61.25,20,5,1891,Strike,Sperm,1,,Townsend,2401000
AV00058,45.5,-34.03,9,6,1895,Strike,Sperm,1,,Townsend,2491000
AV00060,32.78,-46.93,29,6,1899,Strike,Sperm,3,,Townsend,2531000
AV00060,39.42,-31.23,21,7,1899,Strike,Sperm,2,Flores,Townsend,1388111
AV00060,39.42,-31.23,27,7,1899,Strike,Sperm,1,Flores,Townsend,1388511
AV00060,39.05,-28,9,8,1899,Strike,Sperm,1,Graciosa,Townsend,1399711
AV00060,-24,-34,22,11,1899,Strike,Sperm,1,,Townsend,2571000
AV00060,-36,-50,10,12,1899,Strike,Sperm,2,,Townsend,2581000
AV00060,-36,-50,13,12,1899,Strike,Sperm,1,,Townsend,2591000
AV00060,-36,-50,15,12,1899,Strike,Sperm,1,,Townsend,260100
AV00060,-36.35,-52.77,19,12,1899,Strike,Sperm,3,,Townsend,2611000
AV00060,-37.3,-52.67,29,12,1899,Strike,Sperm,1,,Townsend,2621000
AV00060,-37.1,-52.5,31,12,1899,Strike,Sperm,1,,Townsend,2631000
AV00060,-36.42,-51.5,8,1,1900,Strike,Sperm,3,,Townsend,2641000
AV00060,-36.42,-51.5,16,1,1900,Strike,Sperm,1,,Townsend,2651000
AV00060,-34,-47,29,1,1900,Strike,Sperm,1,,Townsend,2661000
AV00060,13,-40,19,3,1900,Strike,Sperm,2,,Townsend,2671000
AV00060,33.27,-61.35,23,5,1900,Strike,Sperm,1,,Townsend,268232
AV00060,33,-54,27,5,1900,Strike,Sperm,2,,Townsend,2691000
AV00060,33,-52,29,5,1900,Strike,Sperm,2,,Townsend,2701000
AV00060,33.53,-49,3,6,1900,Strike,Sperm,1,,Townsend,2711000
AV00060,33,-50,7,6,1900,Strike,Sperm,1,,Townsend,2721000
AV00060,32.67,-48,20,6,1900,Strike,Sperm,1,,Townsend,2731000
AV00060,33.83,-46.63,24,6,1900,Strike,Sperm,4,,Townsend,2741000
AV00060,33.42,-47,26,6,1900,Strike,Sperm,2,,Townsend,2751000
AV00060,33.72,-47.15,29,6,1900,Strike,Sperm,1,,Townsend,2761000
AV00060,33,-50.17,28,7,1900,Strike,Sperm,1,,Townsend,277593
AV00060,33.67,-50,7,8,1900,Strike,Sperm,1,,Townsend,2781000
AV00060,33,-41,19,8,1900,Strike,Sperm,1,,Townsend,2791000
AV00060,-11,-33,26,11,1900,Strike,Sperm,1,,Townsend,2801000
AV00060,-34,-48,25,12,1900,Strike,Sperm,1,,Townsend,2811000
AV00060,-33.83,-49,26,12,1900,Strike,Sperm,1,,Townsend,2821000
AV00060,-38,-49,9,1,1901,Strike,Sperm,1,,Townsend,2831000
AV00060,-33.63,-50.12,1,2,1901,Strike,Sperm,3,,Townsend,2841000
AV00060,-34,-51,6,2,1901,Strike,Sperm,2,,Townsend,2851000
AV00060,-34,-51,12,2,1901,Strike,Sperm,1,,Townsend,2861000
AV00060,-33,-48,24,2,1901,Strike,Sperm,4,,Townsend,2871000
AV00060,25,-59,6,6,1901,Strike,Sperm,1,,Townsend,2881000
AV00060,30,-54,12,6,1901,Strike,Sperm,4,,Townsend,2891000
AV00060,33.55,-51.58,4,7,1901,Strike,Sperm,1,,Townsend,290194
AV00060,33.97,-51,5,7,1901,Strike,Sperm,1,,Townsend,2911000
AV00060,34,-50,8,7,1901,Strike,Sperm,1,,Townsend,2921000
AV00060,32.2,-52.57,23,7,1901,Strike,Sperm,1,,Townsend,2931000
AV00060,33.85,-66.38,12,8,1901,Strike,Sperm,1,,Townsend,2941000
AV00063,31.2,-46.38,2,11,1901,Strike,Sperm,1,,Townsend,2951000
AV00063,-23,-37.87,26,12,1901,Strike,Sperm,1,,Townsend,2961000
AV00063,-30.45,-42.18,6,1,1902,Strike,Sperm,2,,Townsend,2971000
AV00063,-33.67,-46.67,14,1,1902,Strike,Sperm,1,,Townsend,2981000
AV00063,-31.5,-45,31,1,1902,Strike,Sperm,2,,Townsend,299106
AV00063,-31,-43.68,3,2,1902,Strike,Sperm,1,,Townsend,300170
AV00063,-30.97,-44.77,5,2,1902,Strike,Sperm,1,,Townsend,3011000
AV00063,32.08,-50.78,13,5,1902,Strike,Sperm,4,,Townsend,3021000
AV00063,31.83,-48.5,31,5,1902,Strike,Sperm,1,,Townsend,3031000
AV00063,31.73,-48.18,14,6,1902,Strike,Sperm,1,,Townsend,3041000
AV00063,32.65,-49.77,24,6,1902,Strike,Sperm,1,,Townsend,3051000
AV00063,35.47,-53.25,31,7,1902,Strike,Sperm,1,,Townsend,3061000
AV00063,34.92,-51.65,12,8,1902,Strike,Sperm,1,,Townsend,3071000
AV00063,34.73,-51.2,13,8,1902,Strike,Sperm,2,,Townsend,3081000
AV00063,35.78,-47.37,22,8,1902,Strike,Sperm,2,,Townsend,3091000
AV00063,38,-42.75,29,8,1902,Strike,Sperm,1,,Townsend,3101000
AV00063,16.07,-23.6,24,10,1902,Strike,Sperm,1,,Townsend,3111000
AV00063,-19.22,-37.32,30,11,1902,Strike,Sperm,2,,Townsend,3121000
AV00063,-33.43,-48.47,22,12,1902,Strike,Sperm,1,,Townsend,3131000
AV00063,-34.07,-48,25,12,1902,Strike,Sperm,3,,Townsend,3141000
AV00063,-32.77,-47.2,30,12,1902,Strike,Sperm,2,,Townsend,3151000
AV00063,-33.58,-47.42,10,1,1903,Strike,Sperm,1,,Townsend,316433
AV00063,-28.28,-41.47,28,1,1903,Strike,Sperm,3,,Townsend,3171000
AV00063,-28.17,-41.38,30,1,1903,Strike,Sperm,2,,Townsend,3181000
AV00063,-17.73,-33.85,13,2,1903,Strike,Sperm,4,,Townsend,3191000
AV00063,-1.2,-32.42,2,3,1903,Strike,Sperm,3,,Townsend,3201000
AV00063,12.9,-42.02,22,3,1903,Strike,Sperm,3,,Townsend,3211000
AV00063,30.45,-55,18,5,1903,Strike,Sperm,2,,Townsend,3221000
AV00063,30.45,-54.18,22,5,1903,Strike,Sperm,3,,Townsend,3231000
AV00063,30.47,-53.8,22,5,1903,Strike,Sperm,1,,Townsend,3241000
AV00063,31,-53.58,26,5,1903,Strike,Sperm,3,,Townsend,3251000
AV00063,30.58,-54.25,1,6,1903,Strike,Sperm,1,,Townsend,3261000
AV00063,31.18,-54.75,4,6,1903,Strike,Sperm,1,,Townsend,3271000
AV00063,30.88,-55.28,6,6,1903,Strike,Sperm,1,,Townsend,3281000
AV00063,30.83,-55.38,11,6,1903,Strike,Sperm,1,,Townsend,3291000
AV00063,30.75,-54.38,5,7,1903,Strike,Sperm,3,,Townsend,3301000
AV00064,7,-24.45,21,11,1903,Strike,Sperm,1,,Townsend,3311000
AV00064,-14.75,-33.08,14,12,1903,Strike,Sperm,1,,Townsend,3321000
AV00064,-33.33,0.88,12,1,1904,Strike,Sperm,2,,Townsend,3331000
AV00064,-21,10.5,24,1,1904,Strike,Sperm,5,,Townsend,3341000
AV00064,-20.5,10.88,26,1,1904,Strike,Sperm,1,,Townsend,3351000
AV00064,-15,11.5,10,2,1904,Strike,Sperm,4,,Townsend,3361000
AV00064,-15.2,11.55,12,2,1904,Strike,Sperm,2,,Townsend,3371000
AV00064,-14.6,11.45,17,2,1904,Strike,Sperm,3,,Townsend,3381000
AV00064,-16.2,11.23,9,3,1904,Strike,Sperm,3,,Townsend,3391000
AV00064,-16.63,10.93,11,3,1904,Strike,Sperm,2,,Townsend,3401000
AV00064,-15.58,10.47,19,3,1904,Strike,Sperm,1,,Townsend,3411000
AV00064,-4.08,-31.05,17,4,1904,Strike,Sperm,1,,Townsend,3421000
AV00064,29.67,-54.83,11,7,1904,Strike,Sperm,2,,Townsend,3431000
AV00064,29.72,-54.8,14,7,1904,Strike,Sperm,1,,Townsend,3441000
AV00064,30.02,-54.67,16,7,1904,Strike,Sperm,3,,Townsend,3451000
AV00064,30,-53.57,25,7,1904,Strike,Sperm,1,,Townsend,3461000
AV00064,30.2,-53.35,30,7,1904,Strike,Sperm,1,,Townsend,347969
AV00064,31,-52.28,6,8,1904,Strike,Sperm,1,,Townsend,348889
AV00064,35.12,-39.72,26,8,1904,Strike,Sperm,2,,Townsend,349100
AV00064,35.13,-40,28,8,1904,Strike,Sperm,1,,Townsend,350100
AV00064,6.67,-23.17,17,11,1904,Strike,Sperm,2,,Townsend,351100
AV00064,5.67,-23,23,11,1904,Strike,Sperm,3,,Townsend,352100
AV00064,5.83,-22.67,24,11,1904,Strike,Sperm,2,,Townsend,353100
AV00064,-17.95,10.87,18,1,1905,Strike,Sperm,3,,Townsend,354100
AV00064,-15.13,11.67,26,2,1905,Strike,Sperm,3,,Townsend,355100
AV00064,-15.23,11.1,8,3,1905,Strike,Sperm,1,,Townsend,356100
AV00064,-14.85,11.17,9,3,1905,Strike,Sperm,3,,Townsend,357100
AV00064,-14.62,11.17,10,3,1905,Strike,Sperm,2,,Townsend,358100
AV00064,30.5,-55.5,13,6,1905,Strike,Sperm,1,,Townsend,359100
AV00064,31.5,-56.25,18,6,1905,Strike,Sperm,3,,Townsend,360100
AV00064,31.67,-55.37,26,6,1905,Strike,Sperm,1,,Townsend,361100
AV00064,31.67,-56,2,7,1905,Strike,Sperm,3,,Townsend,362100
AV00064,37.47,-55.63,11,7,1905,Strike,Sperm,1,,Townsend,363100
AV00064,29.95,-54.25,23,7,1905,Strike,Sperm,2,,Townsend,364100
AV00064,31.5,-55.33,31,7,1905,Strike,Sperm,1,,Townsend,365100
AV00064,31.83,-53,3,8,1905,Strike,Sperm,1,,Townsend,366100
AV00064,31.5,-50.88,11,8,1905,Strike,Sperm,1,,Townsend,367100
AV00064,2.92,-25.33,13,11,1905,Strike,Sperm,1,,Townsend,368100
AV00064,-18.5,9.92,27,1,1906,Strike,Sperm,2,,Townsend,369100
AV00064,-14.67,11.67,20,2,1906,Strike,Sperm,4,,Townsend,370100
AV00064,-15.6,11.33,26,2,1906,Strike,Sperm,2,,Townsend,371100
AV00064,-15.3,11.5,6,3,1906,Strike,Sperm,5,,Townsend,372100
AV00064,-15.25,11.5,15,3,1906,Strike,Sperm,1,,Townsend,373100
AV00102,-38.93,-51.68,19,1,1832,Strike,Sperm,1,,Townsend,396100
AV00102,-1.65,-90.82,8,4,1832,Strike,Sperm,1,,Townsend,397100
AV00102,-1.58,-91.58,19,4,1832,Strike,Sperm,1,,Townsend,398100
AV00102,0.53,-91.37,15,5,1832,Strike,Sperm,1,,Townsend,399100
AV00102,0.33,-91.67,21,5,1832,Strike,Sperm,1,,Townsend,400100
AV00102,0.33,-91.08,7,6,1832,Strike,Sperm,1,Redondo Rock,Townsend,1519011
AV00102,-5.17,-80.83,28,6,1832,Strike,Sperm,1,,Townsend,402100
AV00102,-5.18,-81.67,30,6,1832,Strike,Sperm,1,,Townsend,403100
AV00102,-7.37,-81.6,16,7,1832,Strike,Sperm,1,,Townsend,404100
AV00102,-7.43,-81.43,21,7,1832,Strike,Sperm,2,,Townsend,405100
AV00102,-7.43,-82.6,8,8,1832,Strike,Sperm,1,,Townsend,406100
AV00102,-9,-90.5,18,10,1832,Strike,Sperm,1,,Townsend,407100
AV00102,-8.47,-91.7,21,10,1832,Strike,Sperm,2,,Townsend,408100
AV00102,-5.38,-91.7,6,11,1832,Strike,Sperm,1,,Townsend,409100
AV00102,-5.38,-99.67,7,11,1832,Strike,Sperm,1,,Townsend,410100
AV00102,-0.33,-91.6,1,1,1833,Strike,Sperm,1,,Townsend,411100
AV00102,-4.77,-104.48,26,3,1833,Strike,Sperm,2,,Townsend,412100
AV00102,-4.82,-106.17,9,4,1833,Strike,Sperm,1,,Townsend,413100
AV00102,-4.83,-106.15,23,4,1833,Strike,Sperm,1,,Townsend,414100
AV00102,-4.73,-106.17,25,4,1833,Strike,Sperm,1,,Townsend,415100
AV00102,-4.37,-105.82,22,5,1833,Strike,Sperm,1,,Townsend,416100
AV00102,-4.93,-107.68,12,6,1833,Strike,Sperm,1,,Townsend,417100
AV00102,4.5,-79.83,12,8,1833,Strike,Sperm,3,,Townsend,418100
AV00102,4.5,-79.83,13,8,1833,Strike,Sperm,1,,Townsend,419100
AV00102,4.08,-81,16,8,1833,Strike,Sperm,4,,Townsend,420100
AV00102,3.9,-80.92,30,8,1833,Strike,Sperm,1,,Townsend,421100
AV00102,4.5,-80,4,9,1833,Strike,Sperm,1,,Townsend,422100
AV00102,4.5,-80,5,9,1833,Strike,Sperm,3,,Townsend,423100
AV00102,4.33,-81,6,9,1833,Strike,Sperm,2,,Townsend,424100
